"ID","Minutes","Total Rebounds","Assists","Steals","Blocks","Points","Player ID","First Name","Last Name","Position","Height","Weight","Draft Year","Draft Round","Draft Number","Team ID","Team Conference","Team Division","Team City","Team Name","Team Full Name","Team Abbreviation","Game ID","Game Date","Game Season","Game Status","Game Period","Game Time","Game Postseason","Home Team Score","Visitor Team Score","Home Team ID","Visitor Team ID"
"13934388","29","5","0","5","0","15","3547256","Saddiq","Bey","F","6-7","215","2020","1","19","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934389","29","13","0","1","0","15","83","Clint","Capela","C","6-10","256","2014","1","25","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934390","33","2","6","0","0","11","334","Dejounte","Murray","G","6-5","180","2016","1","29","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934391","36","1","9","1","0","23","490","Trae","Young","G","6-1","164","2018","1","5","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934392","24","4","4","3","0","7","53","Bogdan","Bogdanovic","G","6-5","225","2014","1","27","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934393","00","0","0","0","0","0","56677838","Kobe","Bufkin","G","6-5","195","2023","1","15","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934394","00","0","0","0","0","0","666564","Bruno","Fernando","F","6-9","240","2019","2","34","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934396","10","2","0","0","0","2","38017689","AJ","Griffin","F","6-6","220","2022","1","16","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934397","00","0","0","0","0","0","56677806","Mouhamed","Gueye","F","6-10","210","2023","2","39","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934398","29","7","2","2","1","21","17896040","Jalen","Johnson","F","6-8","219","2021","1","20","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934399","00","0","0","0","0","0","666754","Garrison","Mathews","G","6-6","215","0","0","0","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934400","00","0","0","0","0","0","319","Patty","Mills","G","6-2","180","2009","2","55","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934401","19","4","2","0","0","7","3547244","Onyeka","Okongwu","F-C","6-10","240","2020","1","6","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934402","00","0","0","0","0","0","56677855","Seth","Lundy","G","6-4","220","2023","2","46","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934403","00","0","0","0","0","0","301","Wesley","Matthews","G-F","6-5","220","0","0","0","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934404","00","0","0","0","0","0","56677875","Miles","Norris","F",,,"0","0","0","1","East","Southeast","Atlanta","Hawks","Atlanta Hawks","ATL","1037595","2023-10-25","2023","Final","4","Final","false","116","110","4","1"
"13934584","35","6","4","3","0","20","61","Mikal","Bridges","F","6-6","209","2018","1","10","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934585","26","5","3","2","0","12","666679","Cameron","Johnson","F","6-8","210","2019","1","11","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934586","28","7","4","0","3","7","666508","Nicolas","Claxton","F-C","6-11","215","2019","2","31","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934587","24","1","3","0","0","5","130","Spencer","Dinwiddie","G","6-5","215","2014","2","38","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934588","23","10","9","0","1","4","417","Ben","Simmons","G-F","6-10","240","2016","1","1","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934589","00","0","0","0","0","0","56677843","Noah","Clowney","F","6-9","210","2023","1","21","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934590","28","5","2","0","0","10","158","Dorian","Finney-Smith","F","6-7","220","0","0","0","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934591","00","0","0","0","0","0","174","Harry","Giles III","F-C","6-10","240","2017","1","20","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934592","23","7","2","0","0","5","351","Royce","O'Neale","F","6-6","226","0","0","0","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934593","12","2","0","0","2","4","17896038","Day'Ron","Sharpe","C","6-9","265","2021","1","29","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934594","16","4","1","0","0","10","421","Dennis","Smith Jr.","G","6-3","205","2017","1","9","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934595","25","3","2","1","0","36","17896048","Cam","Thomas","G","6-3","210","2021","1","27","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934596","00","0","0","0","0","0","464","Lonnie","Walker IV","G","6-4","204","2018","1","18","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934597","00","0","0","0","0","0","17896058","Trendon","Watford","F","6-8","237","0","0","0","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934598","00","0","0","0","0","0","9051997","Armoni","Brooks","G","6-3","195","2019","0","0","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934599","00","0","0","0","0","0","56677841","Dariq","Whitehead","F","6-6","220","2023","1","22","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934600","00","0","0","0","0","0","56677722","Jalen","Wilson","F","6-6","220","2023","2","51","3","East","Atlantic","Brooklyn","Nets","Brooklyn Nets","BKN","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934601","39","12","2","1","1","27","666908","Max","Strus","G","6-5","215","0","0","0","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934602","32","6","4","2","1","18","3547247","Isaac","Okoro","F-G","6-5","225","2020","1","5","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934603","34","6","1","0","2","10","17896076","Evan","Mobley","F-C","6-11","215","2021","1","3","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934604","36","5","6","4","1","27","322","Donovan","Mitchell","G","6-3","215","2017","1","13","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934605","32","2","5","2","0","15","666581","Darius","Garland","G","6-1","192","2019","1","5","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934606","00","0","0","0","0","0","56677847","Emoni","Bates","F","6-8","170","2023","2","49","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934607","05","0","0","0","0","2","666676","Ty","Jerome","G","6-5","195","2019","1","24","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934608","11","0","2","0","0","4","248","Damian","Jones","C","6-10","245","2016","1","30","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934609","31","3","5","1","1","11","277","Caris","LeVert","G","6-6","205","2016","1","20","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934610","00","0","0","0","0","0","3547299","Sam","Merrill","G","6-4","205","2020","2","60","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934611","00","0","0","0","0","0","38017662","Isaiah","Mobley","F","6-8","238","2022","2","49","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934612","20","4","0","0","0","0","344","Georges","Niang","F","6-7","230","2016","2","50","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934613","00","0","0","0","0","0","444","Tristan","Thompson","C-F","6-9","254","2011","1","4","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934614","00","0","0","0","0","0","9","Jarrett","Allen","C","6-9","243","2017","1","22","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934615","00","0","0","0","0","0","56677872","Craig","Porter","G","6-1","180","0","0","0","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934616","00","0","0","0","0","0","404","Ricky","Rubio","G","6-2","190","2009","1","5","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934617","00","0","0","0","0","0","666940","Dean","Wade","F","6-9","228","0","0","0","6","East","Central","Cleveland","Cavaliers","Cleveland Cavaliers","CLE","1037599","2023-10-25","2023","Final","4","Final","false","113","114","3","6"
"13934760","34","6","1","2","3","20","18","OG","Anunoby","F","6-7","240","2017","1","23","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934761","34","7","6","1","0","15","416","Pascal","Siakam","F","6-8","245","2016","1","27","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934762","24","11","1","1","1","7","373","Jakob","Poeltl","C","7-0","260","2016","1","9","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934763","37","8","5","2","5","17","17896055","Scottie","Barnes","G-F","6-7","237","2021","1","4","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934764","32","3","7","0","0","22","409","Dennis","Schroder","G","6-1","175","2013","1","17","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934765","24","9","0","0","0","8","3547249","Precious","Achiuwa","F","6-8","243","2020","1","20","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934766","00","0","0","0","0","0","58","Chris","Boucher","F","6-9","200","0","0","0","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934767","02","0","1","0","0","0","56677828","Gradey","Dick","G","6-6","200","2023","1","13","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934768","10","0","2","1","0","3","3547275","Malachi","Flynn","G","6-1","185","2020","1","29","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934769","16","2","2","1","1","0","666762","Jalen","McDaniels","F","6-9","190","2019","2","52","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934770","00","0","0","0","0","0","376","Otto","Porter Jr.","F","6-8","198","2013","1","3","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934771","00","0","0","0","0","0","436","Garrett","Temple","G-F","6-5","195","0","0","0","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934772","27","1","2","1","1","5","3089","Gary","Trent Jr.","","6-5","204","2018","2","37","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934773","00","0","0","0","0","0","489","Thaddeus","Young","F","6-8","225","2007","1","12","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934774","00","0","0","0","0","0","56677805","Javon","Freeman-Liberty","G","6-3","190","0","0","0","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934775","00","0","0","0","0","0","38017717","Ron","Harper Jr.","F","6-5","245","0","0","0","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934776","00","0","0","0","0","0","38017710","Christian","Koloko","C","7-0","230","2022","2","33","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934777","00","0","0","0","0","0","56677869","Markquis","Nowell","G","5-7","160","0","0","0","28","East","Atlantic","Toronto","Raptors","Toronto Raptors","TOR","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934778","23","4","2","1","0","2","666400","Nickeil","Alexander-Walker","G","6-5","205","2019","1","17","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934779","36","10","3","0","4","19","447","Karl-Anthony","Towns","C","7-0","248","2015","1","1","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934780","32","13","1","2","4","15","176","Rudy","Gobert","C","7-1","258","2013","1","27","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934781","38","14","1","0","0","26","3547238","Anthony","Edwards","G","6-4","225","2020","1","1","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934782","31","4","3","1","1","11","104","Mike","Conley","G","6-0","175","2007","1","4","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934783","30","9","5","1","0","7","12","Kyle","Anderson","F","6-9","230","2014","1","30","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934784","05","1","0","0","0","0","68","Troy","Brown Jr.","F","6-7","215","2018","1","15","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934785","00","0","0","0","0","0","17896056","Luka","Garza","C","6-10","243","2021","2","52","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934786","00","0","0","0","0","0","666767","Jordan","McLaughlin","G","6-0","185","0","0","0","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934787","00","0","0","0","0","0","56677782","Leonard","Miller","F","6-10","210","2023","2","33","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934788","21","3","4","3","0","4","320","Shake","Milton","G","6-5","205","2018","2","54","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934789","00","0","0","0","0","0","38017715","Josh","Minott","F","6-8","205","2022","2","45","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934790","00","0","0","0","0","0","38017700","Wendell","Moore Jr.","G","6-5","215","2022","1","26","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934791","00","0","0","0","0","0","17895968","Daishen","Nix","F","6-3","226","0","0","0","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934792","24","4","1","0","0","10","667378","Naz","Reid","F-C","6-9","264","0","0","0","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934793","00","0","0","0","0","0","56677851","Jaylen","Clark","G","6-4","205","2023","2","53","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934794","00","0","0","0","0","0","3547259","Jaden","McDaniels","F","6-9","185","2020","1","28","18","West","Northwest","Minnesota","Timberwolves","Minnesota Timberwolves","MIN","1037601","2023-10-25","2023","Final","4","Final","false","97","94","28","18"
"13934795","34","13","4","2","0","19","79","Jimmy","Butler","G-F","6-7","230","2011","1","30","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934796","28","10","2","0","0","13","285","Kevin","Love","F-C","6-8","251","2008","1","5","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934797","32","8","3","0","2","22","4","Bam","Adebayo","C-F","6-9","255","2017","1","14","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934798","34","2","3","3","0","16","666633","Tyler","Herro","G","6-5","195","2019","1","13","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934799","32","2","2","2","1","0","286","Kyle","Lowry","G","6-0","196","2006","1","24","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934800","16","6","3","1","0","8","74","Thomas","Bryant","C","6-10","248","2017","2","42","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934801","00","0","0","0","0","0","38017734","Jamal","Cain","F","6-6","191","0","0","0","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934802","00","0","0","0","0","0","3547257","R.J.","Hampton","G","6-4","175","2020","1","24","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934803","13","2","2","2","0","6","56677785","Jaime","Jaquez Jr.","G","6-6","225","2023","1","18","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934804","00","0","0","0","0","0","38017696","Nikola","Jovic","F","6-10","205","2022","1","27","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934805","20","3","1","1","0","2","666747","Caleb","Martin","F","6-5","205","0","0","0","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934806","22","2","1","0","0","15","397","Duncan","Robinson","F","6-7","215","0","0","0","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934807","00","0","0","0","0","0","39398582","Orlando","Robinson","C","6-10","235","0","0","0","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934808","09","0","1","0","0","2","19465585","Dru","Smith","G","6-3","203","0","0","0","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934809","00","0","0","0","0","0","3092","Haywood","Highsmith","","6-5","220","2018","0","0","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934810","00","0","0","0","0","0","391","Josh","Richardson","G-F","6-5","200","2015","2","40","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934811","00","0","0","0","0","0","38017736","Cole","Swider","F","6-8","220","0","0","0","16","East","Southeast","Miami","Heat","Miami Heat","MIA","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934812","27","7","3","0","5","4","56677826","Ausar","Thompson","G-F","6-6","205","2023","1","5","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934813","35","14","2","0","0","14","3547267","Isaiah","Stewart","F-C","6-8","250","2020","1","16","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934814","32","14","4","0","4","17","38017694","Jalen","Duren","C","6-10","250","2022","1","13","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934815","30","1","3","2","1","10","3547241","Killian","Hayes","G","6-5","195","2020","1","7","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934816","36","3","9","1","1","30","17896075","Cade","Cunningham","G-F","6-6","220","2021","1","1","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934818","25","5","0","0","1","7","77","Alec","Burks","G","6-5","214","2011","1","12","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934819","00","0","0","0","0","0","56677729","Malcolm","Cazalon","G","6-6","185","0","0","0","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934820","12","0","0","0","0","0","197","Joe","Harris","F-G","6-6","220","2014","2","33","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934821","17","2","3","0","0","4","38017682","Jaden","Ivey","G","6-4","195","2022","1","5","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934822","00","0","0","0","0","0","42097199","Jared","Rhoden","G","6-5","210","0","0","0","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934823","10","2","1","0","0","8","56677792","Marcus","Sasser","G","6-2","195","2023","1","25","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934824","00","0","0","0","0","0","44477024","Stanley","Umude","G","6-6","210","0","0","0","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934825","00","0","0","0","0","0","3547240","James","Wiseman","C","6-11","240","2020","1","2","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934826","00","0","0","0","0","0","54","Bojan","Bogdanovic","F","6-7","226","2011","2","31","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934827","00","0","0","0","0","0","17896071","Isaiah","Livers","F","6-6","232","2021","2","42","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13934828","00","0","0","0","0","0","330","Monte","Morris","G","6-2","183","2017","2","51","9","East","Central","Detroit","Pistons","Detroit Pistons","DET","1037600","2023-10-25","2023","Final","4","Final","false","103","102","16","9"
"13935463","29","4","0","0","0","9","17896027","Ziaire","Williams","G-F","6-9","185","2021","1","10","15","West","Southwest","Memphis","Grizzlies","Memphis Grizzlies","MEM","1037603","2023-10-25","2023","Final","4","Final","false","104","111","15","19"
"13935464","36","5","3","0","5","8","231","Jaren","Jackson Jr.","F-C","6-10","242","2018","1","4","15","West","Southwest","Memphis","Grizzlies","Memphis Grizzlies","MEM","1037603","2023-10-25","2023","Final","4","Final","false","104","111","15","19"
"13935465","34","12","4","3","1","17","3547285","Xavier","Tillman","F","6-7","245","2020","2","35","15","West","Southwest","Memphis","Grizzlies","Memphis Grizzlies","MEM","1037603","2023-10-25","2023","Final","4","Final","false","104","111","15","19"
"13935466","36","5","5","2","1","31","3547287","Desmond","Bane","G","6-5","215","2020","1","30","15","West","Southwest","Memphis","Grizzlies","Memphis Grizzlies","MEM","1037603","2023-10-25","2023","Final","4","Final","false","104","111","15","19"
"13935467","32","0","3","2","0","17","420","Marcus","Smart","G","6-3","220","2014","1","6","15","West","Southwest","Memphis","Grizzlies","Memphis Grizzlies","MEM","1037603","2023-10-25","2023","Final","4","Final","false","104","111","15","19"
