"ID","Minutes","Total Rebounds","Assists","Steals","Blocks","Points","Player ID","First Name","Last Name","Position","Height","Weight","Draft Year","Draft Round","Draft Number","Team ID","Team Conference","Team Division","Team City","Team Name","Team Full Name","Team Abbreviation","Game ID","Game Date","Game Season","Game Status","Game Period","Game Time","Game Postseason","Home Team Score","Visitor Team Score","Home Team ID","Visitor Team ID"
"13932867","30","12","2","2","0","12","375","Michael","Porter Jr.","F","6-10","218","2018","1","14","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932868","35","7","5","2","1","15","177","Aaron","Gordon","F","6-8","235","2014","1","4","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932869","36","13","11","1","1","29","246","Nikola","Jokic","C","6-11","284","2014","2","41","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932870","36","2","1","3","1","20","81","Kentavious","Caldwell-Pope","G","6-5","204","2013","1","8","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932871","34","2","6","0","1","21","335","Jamal","Murray","G","6-4","215","2016","1","7","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932872","19","3","2","0","1","5","38017709","Christian","Braun","G","6-6","220","2022","1","21","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932873","01","0","0","0","0","0","38017727","Collin","Gillespie","G","6-1","195","0","0","0","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932874","00","0","0","0","0","0","215","Justin","Holiday","F-G","6-6","180","0","0","0","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932875","24","3","1","1","0","8","236","Reggie","Jackson","G","6-2","208","2011","1","24","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932876","00","0","0","0","0","0","250","DeAndre","Jordan","C","6-11","265","2008","2","35","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932877","01","0","0","0","0","0","17896007","Braxton","Key","G","6-8","225","0","0","0","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932878","12","0","1","0","0","4","3547268","Zeke","Nnaji","F-C","6-9","240","2020","1","22","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932879","01","0","0","0","0","2","56677582","Jalen","Pickett","G","6-2","202","2023","2","32","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932880","00","0","0","0","0","0","56677776","Julian","Strawther","G","6-6","205","2023","1","29","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932881","11","0","0","0","1","3","38017721","Peyton","Watson","G","6-7","200","2022","1","30","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932882","00","0","0","0","0","0","666489","Vlatko","Cancar","F","6-8","236","2017","2","49","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932883","00","0","0","0","0","0","17896103","Jay","Huff","F-C","7-1","240","0","0","0","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932884","00","0","0","0","0","0","56677871","Hunter","Tyson","F","6-8","215","2023","2","37","8","West","Northwest","Denver","Nuggets","Denver Nuggets","DEN","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932885","30","3","1","0","1","18","383","Taurean","Prince","F","6-6","218","2016","1","12","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932886","29","8","5","1","0","21","237","LeBron","James","F","6-9","250","2003","1","1","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932887","34","8","4","0","2","17","117","Anthony","Davis","F-C","6-10","253","2012","1","1","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932888","31","8","4","2","0","14","17553995","Austin","Reaves","G","6-5","197","0","0","0","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932889","36","4","7","1","0","11","405","D'Angelo","Russell","G","6-3","193","2015","1","2","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932890","01","0","0","0","0","0","38017697","Max","Christie","G","6-5","190","2022","2","35","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932891","15","3","0","0","0","6","666609","Rui","Hachimura","F","6-8","230","2019","1","9","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932892","07","1","0","0","0","0","666626","Jaxson","Hayes","C","7-0","220","2019","1","8","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932893","01","0","0","0","0","0","56677836","Maxwell","Lewis","F","6-7","195","2023","2","40","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932894","18","4","0","0","1","7","666860","Cameron","Reddish","F-G","6-7","217","2019","1","10","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932895","22","1","2","1","0","6","1603383","Gabe","Vincent","G","6-2","200","0","0","0","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932896","16","4","0","0","0","7","486","Christian","Wood","F","6-8","214","0","0","0","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932897","00","0","0","0","0","0","56677738","Colin","Castleton","C","6-10","250","0","0","0","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932898","00","0","0","0","0","0","56677867","Alex","Fudge","F","6-8","200","0","0","0","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932899","00","0","0","0","0","0","56677868","D'Moi","Hodge","G","6-3","188","0","0","0","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932900","00","0","0","0","0","0","56677835","Jalen","Hood-Schifino","G","6-5","215","2023","1","17","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13932901","00","0","0","0","0","0","457","Jarred","Vanderbilt","F","6-8","214","2018","2","41","14","West","Pacific","Los Angeles","Lakers","Los Angeles Lakers","LAL","1037593","2023-10-24","2023","Final","4","Final","false","119","107","8","14"
"13933427","36","7","3","0","1","15","443","Klay","Thompson","G","6-6","220","2011","1","11","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933428","27","1","0","0","1","10","475","Andrew","Wiggins","F-G","6-7","197","2014","1","1","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933429","28","11","1","0","0","7","282","Kevon","Looney","F","6-9","222","2015","1","30","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933430","34","6","9","2","0","14","367","Chris","Paul","G","6-0","175","2005","1","4","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933431","31","5","1","1","0","27","115","Stephen","Curry","G","6-2","185","2009","1","7","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933432","00","0","0","0","0","0","56677799","Trayce","Jackson-Davis","F","6-9","245","2023","2","57","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933433","04","1","1","0","0","0","251","Cory","Joseph","G","6-3","200","2011","1","29","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933434","20","6","1","2","1","12","17553979","Jonathan","Kuminga","F","6-7","225","2021","1","7","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933435","18","3","0","3","1","11","17553992","Moses","Moody","G","6-5","211","2021","1","14","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933436","22","2","2","3","0","1","2189","Gary","Payton II","","6-2","195","0","0","0","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933437","00","0","0","0","0","0","56677858","Brandin","Podziemski","G","6-4","205","2023","1","19","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933438","20","7","1","0","2","7","407","Dario","Saric","F","6-10","225","2014","1","12","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933439","00","0","0","0","0","0","17896070","Usman","Garuba","F","6-8","229","2021","1","23","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933440","00","0","0","0","0","0","185","Draymond","Green","F","6-6","230","2012","2","35","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933441","00","0","0","0","0","0","45658838","Lester","Quinones","G","6-4","208","0","0","0","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933442","00","0","0","0","0","0","398","Jerome","Robinson","G","6-5","190","2018","1","13","10","West","Pacific","Golden State","Warriors","Golden State Warriors","GSW","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933443","31","5","1","1","0","17","356","Josh","Okogie","G","6-4","213","2018","1","20","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933444","37","10","3","0","1","18","140","Kevin","Durant","F","6-11","240","2007","1","2","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933445","28","14","3","0","1","14","349","Jusuf","Nurkic","C","7-0","290","2014","1","16","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933446","21","4","2","0","0","0","8","Grayson","Allen","G","6-4","198","2018","1","21","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933447","37","6","8","1","0","32","57","Devin","Booker","G","6-6","206","2015","1","13","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933448","00","0","0","0","0","0","3547095","Udoka","Azubuike","C-F","6-11","270","2020","1","27","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933449","00","0","0","0","0","0","32","Keita","Bates-Diop","F","6-8","229","2018","2","48","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933450","00","0","0","0","0","0","666451","Bol","Bol","C","7-3","220","2019","2","44","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933451","19","8","2","0","3","4","147","Drew","Eubanks","F","6-10","245","0","0","0","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933452","14","4","3","1","0","2","18678058","Jordan","Goodwin","","6-4","200","0","0","0","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933453","32","4","1","1","1","10","178","Eric","Gordon","G","6-3","215","2008","1","7","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933454","00","0","0","0","0","0","3547298","Saben","Lee","G","6-2","183","2020","2","38","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933455","03","1","0","1","0","3","666729","Nassir","Little","F","6-6","220","2019","1","25","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933456","00","0","0","0","0","0","314","Chimezie","Metu","F","6-10","225","2018","2","49","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933457","18","4","0","0","1","8","470","Yuta","Watanabe","G","6-9","215","0","0","0","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933458","00","0","0","0","0","0","37","Bradley","Beal","G","6-4","207","2012","1","3","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13933459","00","0","0","0","0","0","272","Damion","Lee","G","6-6","210","0","0","0","24","West","Pacific","Phoenix","Suns","Phoenix Suns","PHX","1037594","2023-10-24","2023","Final","4","Final","false","104","108","10","24"
"13934192","36","3","2","1","0","24","666423","RJ","Barrett","F-G","6-6","214","2019","1","3","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934193","34","11","7","2","0","14","387","Julius","Randle","F","6-8","250","2014","1","7","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934194","22","6","1","2","0","2","399","Mitchell","Robinson","C","7-0","240","2018","2","36","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934195","33","3","6","3","0","15","73","Jalen","Brunson","G","6-2","190","2018","2","33","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934196","23","1","0","0","0","11","17895858","Quentin","Grimes","G","6-5","210","2021","1","25","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934197","00","0","0","0","0","0","19","Ryan","Arcidiacono","G","6-3","195","0","0","0","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934198","15","3","2","0","0","0","131","Donte","DiVincenzo","G","6-4","203","2018","1","17","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934199","00","0","0","0","0","0","160","Evan","Fournier","G-F","6-6","205","2012","1","20","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934200","23","6","0","0","0","7","202","Josh","Hart","G","6-4","215","2017","1","30","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934201","26","8","2","0","0","7","201","Isaiah","Hartenstein","F-C","7-0","250","2017","2","43","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934202","00","0","0","0","0","0","666675","DaQuan","Jeffries","F","6-5","222","0","0","0","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934203","00","0","0","0","0","0","17896033","Miles","McBride","G","6-1","195","2021","2","36","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934204","28","6","4","1","0","24","3547269","Immanuel","Quickley","G","6-2","190","2020","1","25","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934205","00","0","0","0","0","0","17896063","Jericho","Sims","F","6-10","250","2021","2","58","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934206","00","0","0","0","0","0","666971","Dylan","Windler","G-F","6-7","196","2019","1","26","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934207","00","0","0","0","0","0","666474","Charles","Brown","G","6-6","199","0","0","0","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934208","00","0","0","0","0","0","56677795","Jacob","Toppin","F","6-8","200","0","0","0","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934209","00","0","0","0","0","0","17896089","Duane","Washington Jr.","G","6-2","197","0","0","0","20","East","Atlantic","New York","Knicks","New York Knicks","NYK","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934210","38","6","5","1","0","11","70","Jaylen","Brown","G","6-6","223","2016","1","3","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934211","38","11","4","2","1","34","434","Jayson","Tatum","F","6-8","210","2017","1","3","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934212","38","8","0","0","4","30","378","Kristaps","Porzingis","F-C","7-2","240","2015","1","4","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934213","35","4","2","0","3","9","214","Jrue","Holiday","G","6-4","205","2009","1","17","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934214","32","6","2","2","1","12","473","Derrick","White","G","6-4","190","2017","1","29","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934215","00","0","0","0","0","0","17896094","Dalano","Banton","G","6-8","204","2021","2","46","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934216","00","0","0","0","0","0","666468","Oshae","Brissett","F","6-7","210","0","0","0","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934217","14","2","0","1","1","0","17896060","Sam","Hauser","F","6-7","217","0","0","0","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934218","26","7","2","0","0","8","219","Al","Horford","C-F","6-9","240","2007","1","3","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934219","08","1","2","0","1","0","261","Luke","Kornet","F-C","7-1","250","0","0","0","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934220","00","0","0","0","0","0","338","Svi","Mykhailiuk","G","6-7","205","2018","2","47","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934221","11","1","1","0","0","4","3547276","Payton","Pritchard","G","6-1","195","2020","1","26","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934222","00","0","0","0","0","0","17553967","Neemias","Queta","C","7-0","248","2021","2","39","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934223","00","0","0","0","0","0","3547279","Lamar","Stevens","F","6-7","230","0","0","0","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934225","00","0","0","0","0","0","38017707","JD","Davison","G","6-1","195","2022","2","53","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934226","00","0","0","0","0","0","3547295","Nathan","Knight","F-C","6-8","253","0","0","0","2","East","Atlantic","Boston","Celtics","Boston Celtics","BOS","1037597","2023-10-25","2023","Final","4","Final","false","104","108","20","2"
"13934262","27","3","2","1","0","17","17896026","Franz","Wagner","F","6-10","220","2021","1","8","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934263","28","5","5","1","0","12","38017683","Paolo","Banchero","F","6-10","250","2022","1","1","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934264","27","8","1","2","0","8","85","Wendell","Carter Jr.","F","6-10","270","2018","1","7","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934265","21","4","0","0","0","8","17896073","Jalen","Suggs","G","6-5","205","2021","1","5","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934266","24","4","2","3","0","10","165","Markelle","Fultz","G","6-4","209","2017","1","1","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934267","24","8","2","0","0","20","3547251","Cole","Anthony","G","6-2","185","2020","1","15","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934268","05","3","0","0","0","7","666442","Goga","Bitadze","C","6-10","250","2019","1","18","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934269","05","0","1","0","2","5","56677827","Anthony","Black","G","6-7","200","2023","1","6","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934270","17","6","0","0","1","11","196","Gary","Harris","G","6-4","210","2014","1","19","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934271","05","1","0","0","0","3","38017724","Caleb","Houstan","G","6-8","205","2022","2","32","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934272","05","0","1","1","0","0","56677839","Jett","Howard","G","6-6","215","2023","1","11","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934273","18","4","5","0","0","0","226","Joe","Ingles","F","6-9","220","0","0","0","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934274","14","4","0","0","1","11","229","Jonathan","Isaac","F","6-10","230","2017","1","6","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934275","05","3","0","0","0","0","666818","Chuma","Okeke","F","6-7","229","2019","1","16","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934276","15","3","0","0","1","4","462","Moritz","Wagner","C","6-11","245","2018","1","25","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934277","00","0","0","0","0","0","38017607","Kevon","Harris","G","6-5","216","0","0","0","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934278","00","0","0","0","0","0","17553983","Trevelin","Queen","G","6-5","190","0","0","0","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934279","00","0","0","0","0","0","666885","Admiral","Schofield","F","6-5","241","2019","2","42","22","East","Southeast","Orlando","Magic","Orlando Magic","ORL","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934280","26","4","2","1","0","14","66","Dillon","Brooks","G-F","6-6","225","2017","2","45","11","West","Southwest","Houston","Rockets","Houston Rockets","HOU","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934281","26","5","1","1","0","7","38017684","Jabari","Smith Jr.","F","6-11","220","2022","1","3","11","West","Southwest","Houston","Rockets","Houston Rockets","HOU","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934282","28","8","6","0","0","14","17896062","Alperen","Sengun","F-C","6-11","243","2021","1","16","11","West","Southwest","Houston","Rockets","Houston Rockets","HOU","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934283","30","1","0","1","1","10","17895966","Jalen","Green","G","6-4","186","2021","1","2","11","West","Southwest","Houston","Rockets","Houston Rockets","HOU","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934284","34","1","5","1","0","14","458","Fred","VanVleet","G","6-0","197","0","0","0","11","West","Southwest","Houston","Rockets","Houston Rockets","HOU","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
"13934285","11","1","0","1","1","3","75","Reggie","Bullock","G-F","6-6","205","2013","1","25","11","West","Southwest","Houston","Rockets","Houston Rockets","HOU","1037598","2023-10-25","2023","Final","4","Final","false","116","86","22","11"
